x1,x10,y1,y2,loss
-4,-8,-0.041458,0.192052,0.05254556646799999
-4,-6,-0.027225,0.25903,0.025853941525
-4,-4,-0.012991,0.326013,0.008538637249999998
-4,-2,0.001244,0.393003,0.0006016505449999996
-4,0,0.015481,0.459999,0.002045826362000001
-4,2,0.029719,0.527,0.01287346896100001
-4,4,0.043958,0.594008,0.033087379828
-4,6,0.058199,0.661022,0.06269008808500001
-4,8,0.07244,0.728042,0.10168388736399998
-4,10,0.086683,0.795068,0.150071537113
-4,12,0.100928,0.8621,0.20785562118399997
-4,14,0.115173,0.929138,0.27503826297300005
-4,16,0.12942,0.996182,0.35162239352400004
-4,18,0.143668,1.063232,0.43761031004799994
-2,-20,0.143668,1.063232,0.43761031004799994
-2,-18,0.143668,1.063232,0.43761031004799994
-2,-16,0.143668,1.063232,0.43761031004799994
-2,-14,-0.056309,-0.071382,0.24217631340499998
-2,-12,-0.042078,-0.004423,0.179789576013
-2,-10,-0.027846,0.062543,0.12676987156499997
-2,-8,-0.013613,0.129515,0.08312067399399999
-2,-6,0.000622,0.196493,0.04884448093299999
-2,-4,0.014858,0.263476,0.02394415274
-2,-2,0.029095,0.330466,0.008421436181
-2,0,0.043334,0.397462,0.0022793569999999997
-2,2,0.057574,0.464464,0.005520382772000001
-2,4,0.071815,0.531472,0.018147011009000017
-2,6,0.086057,0.598486,0.040161739445
-2,8,0.100301,0.665506,0.07156726663700003
-2,10,0.114546,0.732532,0.11236594713999998
-2,12,0.128792,0.799565,0.162561043489
-2,14,0.143039,0.866603,0.22215366013000004
-2,16,0.157288,0.933647,0.291147240553
-2,18,0.171538,1.000697,0.369544026253
0,-20,0.171538,1.000697,0.369544026253
0,-18,0.171538,1.000697,0.369544026253
0,-16,-0.042698,-0.20088,0.38421694360399994
0,-14,-0.028467,-0.133926,0.304881003565
0,-12,-0.014234,-0.066966,0.23490991191199995
0,-10,-0.0,0.0,0.17430625
0,-8,0.014235,0.066972,0.12307251400899996
0,-6,0.028472,0.13395,0.08121125728399999
0,-4,0.04271,0.200934,0.04872497645599999
0,-2,0.056949,0.267924,0.025616168376999995
0,0,0.071189,0.33492,0.011887330121
0,2,0.085431,0.401922,0.007541129845000001
0,4,0.099674,0.46893,0.012579951176000002
0,6,0.113918,0.535945,0.027006528749000006
0,8,0.128164,0.602965,0.050823277120999995
0,10,0.142411,0.669991,0.08403259800200001
0,12,0.156659,0.737024,0.126637628857
0,14,0.170908,0.804062,0.17863972430800007
0,16,0.185159,0.871107,0.24004316572999998
0,18,0.199411,0.938157,0.31084845857000004
2,-20,0.199411,0.938157,0.31084845857000004
2,-18,-0.029088,-0.330377,0.5601661188729998
2,-16,-0.014855,-0.263429,0.46388497406600004
2,-14,-0.000622,-0.196475,0.37696568750899995
2,-12,0.013613,-0.129515,0.29941072399400004
2,-10,0.027848,-0.062549,0.23122255350499996
2,-8,0.042086,0.004423,0.17240383932499997
2,-6,0.056324,0.071402,0.12295621858000001
2,-4,0.070564,0.138386,0.08288390309199999
2,-2,0.084805,0.205376,0.05218847940099999
2,0,0.099047,0.272372,0.030872444592999995
2,2,0.113291,0.339375,0.018938366306
2,4,0.127536,0.406383,0.016389018985000003
2,6,0.141782,0.473398,0.023226721927999995
2,8,0.15603,0.540418,0.039454195623999995
2,10,0.170278,0.607445,0.06507370030900002
2,12,0.184528,0.674477,0.10008776131300001
2,14,0.198779,0.741516,0.144499459097
2,16,0.213032,0.808561,0.19831133874499998
2,18,0.227286,0.875611,0.26152461411700006
4,-20,-0.015477,-0.459874,0.7700246734049999
4,-18,-0.001244,-0.392932,0.6568015741600001
4,-16,0.01299,-0.325984,0.5529371983560001
4,-14,0.027225,-0.25903,0.45843404152499995
4,-12,0.041462,-0.192069,0.37329346320500006
4,-10,0.055699,-0.125103,0.2975203942099999
4,-8,0.069939,-0.058131,0.23111631188199996
4,-6,0.084179,0.008848,0.17408256114499995
4,-4,0.098421,0.075832,0.12642371546499998
4,-2,0.112664,0.142822,0.08814118057999998
4,0,0.126908,0.209819,0.05923703822499998
4,2,0.141153,0.276822,0.03971446909299999
4,4,0.1554,0.34383,0.029576428899999996
4,6,0.169648,0.410845,0.028824732928999997
4,8,0.183898,0.477865,0.037462407629
4,10,0.198148,0.544892,0.05549135156800001
4,12,0.2124,0.611925,0.08291484062500003
4,14,0.226653,0.678964,0.11973500570500001
4,16,0.240908,0.746009,0.16595482754500004
4,18,0.255163,0.81306,0.22157587016900002
6,-20,0.012367,-0.522435,0.8836307469139999
6,-18,0.026602,-0.455493,0.7628244444529998
6,-16,0.040838,-0.388544,0.65137467218
6,-14,0.055075,-0.32159,0.549287283725
6,-12,0.069313,-0.25463,0.456563028869
6,-10,0.083553,-0.187663,0.373203360378
6,-8,0.097794,-0.120691,0.299213218917
6,-6,0.112036,-0.053712,0.23459281423999997
6,-4,0.12628,0.013273,0.179346105929
6,-2,0.140525,0.080263,0.133476069794
6,0,0.154771,0.14726,0.09698372004099999
6,2,0.169018,0.214263,0.069872362493
6,4,0.183267,0.281271,0.05214513373
6,6,0.197517,0.348286,0.043803543085
6,8,0.211768,0.415307,0.044850495073000006
6,10,0.226021,0.482334,0.055288939997
6,12,0.240275,0.549367,0.07512098131400001
6,14,0.25453,0.616406,0.104349117736
6,16,0.268786,0.683451,0.14297584819700004
6,18,0.283043,0.750502,0.191003671853
8,-20,0.040214,-0.585002,1.0066274258
8,-18,0.05445,-0.518059,0.878235444981
8,-16,0.068688,-0.451111,0.759203110665
8,-14,0.082927,-0.384156,0.6495292296649999
8,-12,0.097167,-0.317196,0.549219638305
8,-10,0.111409,-0.250229,0.45827398272200004
8,-8,0.125652,-0.183256,0.37669619664
8,-6,0.139896,-0.116277,0.30448877654499995
8,-4,0.154142,-0.049293,0.24165546101299995
8,-2,0.168388,0.017698,0.188196157748
8,0,0.182636,0.084695,0.14411507652099997
8,2,0.196886,0.151698,0.1094148002
8,4,0.211136,0.218707,0.08409706734499998
8,6,0.225388,0.285722,0.068165191828
8,8,0.239641,0.352743,0.06162127793
8,10,0.253896,0.419771,0.064468336257
8,12,0.268151,0.486804,0.07670800321699998
8,14,0.282408,0.553843,0.09834369211299998
8,16,0.296667,0.620888,0.12937798743300002
8,18,0.310926,0.68794,0.16981277107599999
10,-20,0.068063,-0.647574,1.139015197445
10,-18,0.082301,-0.580631,1.003038947762
10,-16,0.096541,-0.513683,0.87642194417
10,-14,0.110782,-0.446728,0.759162687508
10,-12,0.125024,-0.379767,0.6512656698649999
10,-10,0.139268,-0.3128,0.5527336658239999
10,-8,0.153512,-0.245827,0.463568643073
10,-6,0.167758,-0.178848,0.383773683668
10,-4,0.182006,-0.111863,0.313351369805
10,-2,0.196255,-0.044872,0.252303891409
10,0,0.210505,0.022125,0.20063374564999997
10,2,0.224756,0.089128,0.15834342992
10,4,0.239008,0.156137,0.125435441833
10,6,0.253262,0.223153,0.10191239705299998
10,8,0.267517,0.290174,0.087777255565
10,10,0.281773,0.357201,0.08303199292999999
10,12,0.296031,0.424235,0.08767971318599999
10,14,0.31029,0.491274,0.101722487176
10,16,0.32455,0.558319,0.12516269326100002
10,18,0.338811,0.625371,0.15800324636199997
12,-20,0.095914,-0.710152,1.2807985284999996
12,-18,0.110154,-0.643209,1.1372374863970003
12,-16,0.124396,-0.57626,1.0030333024159999
12,-14,0.138639,-0.509305,0.878188280346
12,-12,0.152883,-0.442344,0.762704916025
12,-10,0.167129,-0.375377,0.6565860397700001
12,-8,0.181375,-0.308404,0.5598335078409999
12,-6,0.195623,-0.241425,0.47245051375399993
12,-4,0.209873,-0.17444,0.39443963972900004
12,-2,0.224123,-0.107448,0.32580152183299993
12,0,0.238375,-0.040451,0.26654175902599997
12,2,0.252628,0.026552,0.21666124508799997
12,4,0.266883,0.093562,0.17616236353299997
12,6,0.281138,0.160577,0.14504800297300002
12,8,0.295395,0.227599,0.123320595826
12,10,0.309653,0.294626,0.11098300028500001
12,12,0.323913,0.36166,0.108037737169
12,14,0.338174,0.428699,0.11448707187699998
12,16,0.352436,0.495745,0.13033341412100002
12,18,0.366699,0.562797,0.15557937481
14,-20,0.123768,-0.772736,1.4319802535200001
14,-18,0.13801,-0.705793,1.2808339239489996
14,-16,0.152254,-0.638843,1.1390418141650003
14,-14,0.166499,-0.571888,1.0066105315449998
14,-12,0.180745,-0.504927,0.883540325354
14,-10,0.194992,-0.43796,0.769833691664
14,-8,0.209241,-0.370986,0.665491968277
14,-6,0.223491,-0.304007,0.57052057813
14,-4,0.237742,-0.237022,0.48492030704800004
14,-2,0.251994,-0.17003,0.40869247693599997
14,0,0.266248,-0.103033,0.341842601593
14,2,0.280503,-0.036029,0.28437048685
14,4,0.294759,0.03098,0.23628057848099998
14,6,0.309017,0.097996,0.197574312305
14,8,0.323276,0.165018,0.1682545325
14,10,0.337536,0.232046,0.148323737412
14,12,0.351797,0.299079,0.13778466245
14,14,0.36606,0.366119,0.13663993076099998
14,16,0.380324,0.433165,0.144891737201
14,18,0.394589,0.500217,0.16254258101000005
16,-20,0.151624,-0.835325,1.5925603180010002
16,-18,0.165869,-0.768382,1.4338286430849998
16,-16,0.180114,-0.701432,1.28444987362
16,-14,0.194361,-0.634477,1.14443180685
16,-12,0.208609,-0.567515,1.013772265106
16,-10,0.222858,-0.500548,0.8924778184679999
16,-8,0.237109,-0.433574,0.7805476313569999
16,-6,0.25136,-0.366595,0.6779868186249999
16,-4,0.265614,-0.299609,0.584796114877
16,-2,0.279868,-0.232618,0.500979511348
16,0,0.294124,-0.16562,0.42653786177599995
16,2,0.308381,-0.098616,0.36147456661700006
16,4,0.322639,-0.031606,0.30579212355700003
16,6,0.336898,0.035409,0.25949379468499995
16,8,0.351159,0.102431,0.22258111804199998
16,10,0.365421,0.169459,0.19505684492199998
16,12,0.379684,0.236493,0.176923473905
16,14,0.393949,0.303533,0.16818429169
16,16,0.408215,0.370579,0.168841066466
16,18,0.422482,0.437632,0.178896337748
18,-20,0.179483,-0.89792,1.7625439236890001
18,-18,0.193729,-0.830976,1.5962232480170004
18,-16,0.207977,-0.764027,1.4392604842580001
18,-14,0.222225,-0.697071,1.291652464666
18,-12,0.236475,-0.63011,1.153407137725
18,-10,0.250726,-0.563142,1.02452225924
18,-8,0.264979,-0.496168,0.9050030846649999
18,-6,0.279233,-0.429188,0.794851637633
18,-4,0.293488,-0.362203,0.694071974353
18,-2,0.307744,-0.295211,0.602663339057
18,0,0.322002,-0.228213,0.520630566373
18,2,0.336261,-0.161209,0.4479755668019999
18,4,0.350521,-0.094199,0.384700838042
18,6,0.364782,-0.027183,0.33080887801299996
18,8,0.379045,0.039839,0.286302942946
18,10,0.393309,0.106867,0.25118483017
18,12,0.407574,0.173902,0.22545655107999998
18,14,0.42184,0.240942,0.209121712964
18,16,0.436108,0.307988,0.202183065808
18,18,0.450377,0.37504,0.204642293729
